Int_ID,Global_ID,Sample_ID,Sample_Description,Oil_Field,Facility_Name,County,Sampling_Date,Link,Source_Type,Detect_Limit,Datum,Latitude,Longitude,Geography_Description,Alkalinity_CaCO3,HCO3Alk_CaCO3,CO3Alk_CaCO3,OHAlk_CaCO3,Hardness_CaCO3,Specific_Conductance,TDS,Temp_C,pH,HCO3,CO3,OH,Br,Cl,SO4,Ca,Mg,K,Na,B,As,Ba,Fe,Mn,Se,Sr,Deuterium,Oxygen_18,NH3,NH4,NO3,Oil_Grease
950,L10002358017,0503567-12,Quality CP-5,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, QUALITY FACILITY",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.142766,-119.486207,”FACILITY LOCATION - DERIVED”,820,,,<1.0,157.1,12327,8613,,7.7,1000,<1.0,<0.34,,3700,818,41,13.3,33.2,3100,40,,1.96,9.78,,,1.19,,,101,,<0.34,
951,L10002358017,0503567-13,New Broad Creek 2 / Quality P-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, QUALITY FACILITY",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.142766,-119.486207,”FACILITY LOCATION - DERIVED”,1240,,,<1.0,216.5,11083,7411,,8.1,1513,<1.0,<0.34,,2999,450,49.1,22.8,93.4,2610,52,,2.62,12.9,,,1.94,,,56,,<0.34,
952,L10002358017,0503567-14,New Broad Creek 2 / Quality P-2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, QUALITY FACILITY",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.142766,-119.486207,”FACILITY LOCATION - DERIVED”,1380,,,<1.0,350.5,15496,10006,,8.1,1684,<1.0,<0.34,,4100,705,78.2,37.7,76.8,3700,51,,3.44,9.54,,,3.35,,,77,,<0.34,
953,L10009454173,0503567-15,Broad Creek 1 CP-2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.195246,-119.532964,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),620,,,<1.0,2622,71842,33589,,7.4,756,<1.0,<0.34,,19494,499,613,265,124,11700,82,,6.97,15.6,,,15.2,,,166,,<0.34,
954,L10009454173,0503567-16,Broad Creek 1 CP-3,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.19515,-119.532643,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),760,,,<1.0,2360,77419,36489,,7.7,927,<1.0,<0.34,,21493,454,556,236,151,12600,85,,7.42,11.4,,,14.4,,,171,,<0.34,
955,L10009454173,0503567-17,Broad Creek 1 P-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.195553,-119.532299,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),620,,,<1.0,2561,79843,39621,,7.9,756,<1.0,<0.34,,23493,480,572,275,171,13760,100,,6.7,14.8,,,16.1,,,124,,<0.34,
956,L10003586624,0503567-18,Buena Vista 2 CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.224823,-119.557819,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),540,,,<1.0,951.6,41161,22615,,7.4,659,<1.0,<0.34,,12496,1196,203,108,45.3,7870,32,,2.57,9.04,,,3.28,,,101,,<0.34,
957,L10003586624,0503567-19,Buena Vista 2 (AERA),MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.224823,-119.557819,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),860,,,<1.0,550.4,12600,8945,,7.7,1049,<1.0,<0.34,,3499,923,118,62.1,57.8,3330,32,,2.41,13.6,,,2.45,,,121,,<0.34,
958,L10003586624,0503567-20,Buena Vista 2 P-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.224594,-119.557218,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),740,,,<1.0,1589,34238,20287,,7.4,903,<1.0,<0.34,,10496,1252,369,162,179,6990,34,,3.96,13.6,,,6.03,,,86.2,,<0.34,
959,L10003586624,0503567-21,Buena Vista 2 P-9,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.225,-119.554458,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),560,,,<1.0,1804,35170,22932,,8.1,683,<1.0,<0.34,,11496,395,406,192,105,6560,44,<250,1.1,14.1,,<1000,5.95,,,115,,<0.34,
960,L10007759258,0503567-22,Buena Vista 1 CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.217726,-119.550225,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),2060,,,<1.0,571.4,60317,32611,,7.55,2513,<1.0,<0.34,,16995,402,149,48.4,32.3,12990,127,<250,16.1,12,,<1000,19.4,,,158,,<0.34,
961,L10007759258,0503567-23,Buena Vista 1 CP-3,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.217379,-119.549676,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),2320,,,<1.0,508.4,59527,29946,,7.5,2830,<1.0,<0.34,,15995,402,118,51.9,120,11100,139,<250,15,11.7,,<1000,17.6,,,125,,<0.34,
962,L10007759258,0503567-24,Buena Vista 1 P-10,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,4/8/2005,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9598952353/2005%20ASMR%204-19-05%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_ww%26sludge4-7-05_Rcvd%204-25-05.pdf,PDF,"MDL, PQL",NAD 83,35.218245,-119.545731,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),2560,,,<1.0,508.4,63132,34634,,8.3,3123,<1.0,<0.34,,18494,394,118,51.9,120,13100,139,<250,14,11.7,,<1000,17.6,,,146,,<0.34,
963,T10000013268,1A (3025-01),New S.E. Taft CP-4,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.141755,-119.428984,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),2060,,,<1.0,670,45745,23038,,7.33,2513,<1.0,<0.34,,12371,65.4,140,77.8,62.1,8490,102,<500,8.3,16.1,,<1000,10.6,,,96.5,,56.2,
964,T10000013268,1B (3025-02),New S.E. Taft CP-6,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.141952,-119.428308,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1320,,,<1.0,628.5,52151,25466,,7.35,1610,<1.0,<0.34,,13496,59.3,130,73.8,114,10300,107,<500,9.12,6.07,,<1000,10.8,,,97.5,,52,
965,T10000013268,1C (3025-03),New S.E. Taft P-8,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.140137,-119.423023,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1600,,,<1.0,614.8,49201,25332,,7.71,1952,<1.0,<0.34,,13371,66.2,126,72.9,103,10100,108,<500,9.04,7.88,,<1000,10.8,,,92.5,,50.3,
966,T10000013268,2A (3025-04),Old S.E. Taft CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.137908,-119.439497,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1060,,,<1.0,793.7,28970,15887,,7.74,1293,<1.0,<0.34,,8872,30.7,63.9,154,110,5690,42,<500,1.9,4.67,,<1000,4.19,,,69,,33.3,
967,T10000013268,2B (3025-05),Old S.E. Taft CP-3,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.13786,-119.439081,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),920,,,<1.0,831.5,31065,16546,,7.85,1122,<1.0,<0.34,,9247,28.8,57.6,167,130,6040,43,<500,1.6,4.54,,<1000,3.91,,,62.3,,51.1,
968,T10000013268,2C (3025-06),Old S.E. Taft P-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.138119,-119.438648,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),640,,,<1.0,945.5,32534,18915,,8.15,732,<1.0,<0.34,,10350,<5.00,81.8,180,140,7542,58,<500,1.2,4.35,,<1000,3.88,,,41.2,,11.7,
969,L10009454173,3A (3025-07),Old Broad Creek 2 P-2 Discharge,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.177938,-119.480062,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1060,,,<1.0,454.7,14568,9615,,8,1293,<1.0,<0.34,,4249,444,86.3,58.1,93.9,3620,54,<500,1.2,4.06,,<1000,3.45,,,108,,16.5,
970,L10009454173,3B (3025-08),Old Broad Creek 2 P-6,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.177527,-119.478241,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),960,,,<1.0,446.8,16505,9832,,8.2,1122,<1.0,<0.34,,4624,363,78,61.2,76,3640,56,<500,1.4,3.8,,<1000,3.3,,,122,,15.2,
971,L10009454173,3C (3025-09),Old Broad Creek 2 P-12,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.179236,-119.477101,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1000,,,<1.0,345,12931,6457,,8.05,1220,<1.0,<0.34,,2305,576,85.4,32,74.1,2410,45,<500,1.4,7.06,,<1000,2.73,,,92.5,,13.4,
972,L10004301387,4A-1 (3025-10),New Broad Creek 2 CP-1 Discharge 1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.174431,-119.489431,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1080,,,<1.0,133.8,7838,4318,,8.65,1220,<1.0,<0.34,,1219,360,35.1,11.2,75,1590,59,<500,0.52,4.62,,<1000,0.99,,,62.5,,10.6,
973,L10004301387,4A-2 (3025-11),New Broad Creek 2 CP-1 Discharge #2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.174431,-119.489431,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),840,,,<1.0,168,8462,5922,,7.2,1025,<1.0,<0.34,,2321,501,35.3,19.4,80.7,2140,54,<500,0.83,3.87,,<1000,1.4,,,54.7,,21,
974,L10002358017,4B (3025-12),Quality CP-5,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, QUALITY FACILITY",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.142766,-119.486207,”FACILITY LOCATION - DERIVED”,830,,,<1.0,60,7243,4387,,8.41,964,24,<0.34,,1249,662,17.2,4.14,29.4,1530,34,<500,0.23,3.9,,<1000,0.42,,,151,,20.3,
975,L10002358017,4C (3025-13),New Broad Creek 2 / Quality P-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, QUALITY FACILITY",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.142766,-119.486207,”FACILITY LOCATION - DERIVED”,1070,,,<1.0,280.9,13153,8748,,8.2,1281,12,<0.34,,3749,735,68.3,26.8,59.1,3100,44,<500,1.4,6.58,,<1000,2.55,,,76,,18.9,
976,L10002358017,4D (3025-14),New Broad Creek 2 / Quality P-2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, QUALITY FACILITY",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.142766,-119.486207,”FACILITY LOCATION - DERIVED”,1025,,,<1.0,278.2,12736,7958,,,1220,10,<0.34,,4124,635,67.2,26.8,46.6,2080,48,<500,1.4,7.4,,<1000,2.47,,,64.2,,18,
977,L10009454173,5A (3025-15),Broad Creek 1 CP-2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.195246,-119.532964,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1008,,,<1.0,1562,58610,29735,,7.43,1200,<1.0,<0.34,,17245,122,355,164,86.8,10700,117,<500,7.1,6.42,,<1000,9.32,,,90.5,,77.6,
978,L10009454173,5B (3025-16),Broad Creek 1 CP-3,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.19515,-119.532643,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1126,,,<1.0,1271,59326,31386,,7.55,1341,<1.0,<0.34,,17994,124,237,165,82.6,11600,125,<500,6.7,6.57,,<1000,9.29,,,111,,82.5,
979,L10009454173,5C (3025-17),Broad Creek 1 P-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.195553,-119.532299,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1096,,,<1.0,1610,60886,32956,,7.57,1305,<1.0,<0.34,,18244,137,328,192,117,12800,123,<500,6.5,6.3,,<1000,10.8,,,81.2,,85.8,
980,L10003586624,6A-1 (3025-18),Buena Vista 2 CP-1 Discharge 1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.224823,-119.557819,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1120,,,<1.0,2312,49583,25322,,7.12,1366,<1.0,<0.34,,13246,1960,459,283,93,8240,33,<500,3.2,7.04,,<1000,8.36,,,79.9,,22.2,
981,L10003586624,6A-2 (3025-19),Buena Vista 2 CP-1 Discharge 2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.224823,-119.557819,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),800,,,<1.0,895.6,18726,10637,,8.11,976,<1.0,<0.34,,4623,1340,201,95.6,17.1,3570,34,<500,1.3,6.26,,<1000,3.79,,,72,,13.5,
982,L10003586624,6B (3025-20),Buena Vista 2 P-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.224594,-119.557218,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),400,,,<1.0,987.2,22575,11306,,7.73,488,<1.0,<0.34,,4498,2115,209,113,53.1,3830,28,<500,1.1,8.45,,<1000,3.26,,,62.5,,19,
983,L10003586624,6C (3025-21),Buena Vista 2 P-9,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.225,-119.554458,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),480,,,<1.0,1049,21080,12883,,7.41,585,<1.0,<0.34,,5973,1682,224,119,64.4,4300,29,<500,1.1,6.15,,<1000,3.33,,,44,,17.3,
984,L10007759258,7A (3025-22),Buena Vista 1 CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.217726,-119.550225,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),,,,,,,,,,,,,,,,,,,,,<500,13,,,<1000,,,,,,,
985,L10007759258,7B (3025-23),Buena Vista 1 CP-3,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.217379,-119.549676,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),,,,,,,,,,,,,,,,,,,,,<500,13,,,<1000,,,,,,,
986,L10007759258,7C (3025-24),Buena Vista 1 P-13,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,3/21/2006,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2979649424/2006%20Samples%204-21-06%20%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-26-06.pdf,PDF,"MDL, PQL",NAD 83,35.218736,-119.544723,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1760,,,<1.0,298,57602,29644,,7.66,2098,24,<0.34,,16495,72.9,38.2,49.2,83.3,11300,148,<500,10,7.12,,<1000,11.8,,,65.3,,65.8,
987,T10000013268,1A (3249-01),New S.E. Taft CP-4,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.141755,-119.428984,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1024,,,<1.0,520.7,49019,20527,,6.75,1293,<1.0,<0.34,,11346,28.6,102,64.6,78.5,7870,87,<200,9.6,2.58,,320,10.2,,,113,,2.04,
988,T10000013268,1B (3249-02),New S.E. Taft CP-6,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.141952,-119.428308,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1850,,,<1.0,455.6,42131,21543,,7.1,2257,<1.0,<0.34,,11746,11.8,91.1,55.4,76.6,7980,80,<200,9.7,2.98,,340,8.93,,,92.6,,1.86,
